billing_id,Customer_Id,billing_date,due_date,payment_date,bill_amount
TEL-1010647,YMJZKXFY08,5/21/2022,6/15/2022,5/21/2022,579
TEL-1013899,YMJZKXFY08,11/20/2021,12/15/2021,12/16/2021,681
TEL-1001380,UW5PHQ63TE,11/24/2021,12/19/2021,11/24/2021,151
TEL-1001382,80NQTD8ZN2,8/29/2021,9/23/2021,10/14/2021,167
TEL-1006555,80NQTD8ZN2,7/18/2021,8/12/2021,7/31/2021,170
TEL-1001383,ZMORNP1MWC,6/14/2021,7/9/2021,7/18/2021,249
TEL-1003799,ZMORNP1MWC,5/17/2022,6/11/2022,5/23/2022,69
TEL-1003820,ZMORNP1MWC,9/18/2021,10/13/2021,10/20/2021,282
TEL-1005235,ZMORNP1MWC,4/17/2022,5/12/2022,5/5/2022,171
TEL-1006063,ZMORNP1MWC,6/17/2022,7/12/2022,7/25/2022,120
TEL-1011667,ZMORNP1MWC,6/25/2021,7/20/2021,7/25/2021,141
TEL-1001384,MT314QOUMP,12/15/2021,1/9/2022,1/15/2022,249
TEL-1001385,I4PWBMFWEO,2/15/2022,3/12/2022,3/16/2022,109
TEL-1003523,I4PWBMFWEO,10/28/2022,11/22/2022,12/3/2022,143
TEL-1012343,I4PWBMFWEO,11/20/2021,12/15/2021,12/6/2021,73
TEL-1013374,I4PWBMFWEO,6/18/2022,7/13/2022,6/22/2022,286
TEL-1014716,I4PWBMFWEO,7/26/2022,8/20/2022,7/29/2022,202
TEL-1001386,LA5OZTX9N0,7/28/2022,8/22/2022,9/7/2022,111
TEL-1003337,LA5OZTX9N0,9/5/2022,9/30/2022,10/13/2022,263
TEL-1003862,LA5OZTX9N0,3/28/2022,4/22/2022,5/11/2022,174
TEL-1007169,LA5OZTX9N0,8/11/2021,9/5/2021,8/28/2021,61
TEL-1012929,LA5OZTX9N0,10/27/2022,11/21/2022,12/2/2022,229
TEL-1001387,JS34ZMDEIY,2/5/2021,3/2/2021,2/25/2021,66
TEL-1006241,JS34ZMDEIY,10/2/2021,10/27/2021,11/12/2021,209
TEL-1007043,JS34ZMDEIY,3/25/2022,4/19/2022,5/3/2022,218
TEL-1008384,JS34ZMDEIY,8/6/2022,8/31/2022,9/4/2022,225
TEL-1009036,JS34ZMDEIY,7/16/2022,8/10/2022,8/13/2022,241
TEL-1001389,HYOYDBPH9T,12/19/2021,1/13/2022,1/12/2022,111
TEL-1004380,HYOYDBPH9T,4/18/2022,5/13/2022,4/20/2022,65
TEL-1008038,HYOYDBPH9T,11/28/2022,12/23/2022,12/25/2022,215
TEL-1010962,HYOYDBPH9T,8/18/2022,9/12/2022,9/18/2022,132
TEL-1001390,VP25ILDETK,4/29/2022,5/24/2022,5/8/2022,203
TEL-1002194,VP25ILDETK,4/26/2021,5/21/2021,5/21/2021,120
TEL-1001391,JJRYBEEBCK,2/5/2021,3/2/2021,3/2/2021,199
TEL-1009464,JJRYBEEBCK,10/22/2021,11/16/2021,11/26/2021,15
TEL-1001392,35DRB31FZS,2/2/2021,2/27/2021,2/11/2021,48
TEL-1010130,35DRB31FZS,7/4/2022,7/29/2022,7/8/2022,32
TEL-1001394,L6M9C8EFPE,11/9/2022,12/4/2022,12/13/2022,40
TEL-1005681,L6M9C8EFPE,11/30/2021,12/25/2021,12/9/2021,109
TEL-1001395,NGL0KJZ4DP,7/12/2021,8/6/2021,7/28/2021,26
TEL-1004982,NGL0KJZ4DP,10/7/2021,11/1/2021,11/24/2021,168
TEL-1005890,NGL0KJZ4DP,11/18/2021,12/13/2021,12/14/2021,283
TEL-1001397,2JNGA3DSQ3,5/11/2022,6/5/2022,6/13/2022,105
TEL-1014272,2JNGA3DSQ3,9/24/2021,10/19/2021,10/27/2021,74
TEL-1001398,6TWH2C71ZD,7/30/2022,8/24/2022,8/23/2022,250
TEL-1005328,6TWH2C71ZD,12/26/2022,1/20/2023,2/11/2023,74
TEL-1001401,WQATJNX1ZQ,1/4/2022,1/29/2022,2/14/2022,295
TEL-1002808,WQATJNX1ZQ,1/6/2022,1/31/2022,1/12/2022,208
TEL-1006779,WQATJNX1ZQ,9/3/2022,9/28/2022,9/3/2022,84
TEL-1008490,WQATJNX1ZQ,11/18/2021,12/13/2021,1/6/2022,45
TEL-1012526,WQATJNX1ZQ,10/12/2021,11/6/2021,11/17/2021,183
TEL-1012577,WQATJNX1ZQ,12/13/2022,1/7/2023,12/25/2022,21
TEL-1014336,WQATJNX1ZQ,11/14/2022,12/9/2022,11/28/2022,17
TEL-1001403,R9VC9M3T89,10/12/2021,11/6/2021,11/13/2021,192
TEL-1002643,R9VC9M3T89,2/1/2022,2/26/2022,2/8/2022,146
TEL-1011849,R9VC9M3T89,3/29/2021,4/23/2021,5/6/2021,34
TEL-1012897,R9VC9M3T89,2/23/2021,3/20/2021,3/6/2021,183
TEL-1001404,0JQ3JFLWMD,10/1/2022,10/26/2022,10/13/2022,221
TEL-1002078,0JQ3JFLWMD,7/28/2022,8/22/2022,9/14/2022,226
TEL-1002297,0JQ3JFLWMD,7/5/2022,7/30/2022,7/20/2022,145
TEL-1001406,PH2J8XTL5W,9/7/2022,10/2/2022,9/29/2022,152
TEL-1011858,PH2J8XTL5W,2/9/2021,3/6/2021,2/12/2021,280
TEL-1001407,L34HL45ZRK,11/18/2021,12/13/2021,1/2/2022,195
TEL-1002417,L34HL45ZRK,7/14/2022,8/8/2022,8/20/2022,265
TEL-1004679,L34HL45ZRK,4/26/2022,5/21/2022,5/24/2022,228
TEL-1004784,L34HL45ZRK,8/1/2021,8/26/2021,9/18/2021,53
TEL-1012271,L34HL45ZRK,3/8/2021,4/2/2021,4/15/2021,231
TEL-1001408,9U6WDWVDBD,1/31/2021,2/25/2021,2/24/2021,129
TEL-1008233,9U6WDWVDBD,12/5/2021,12/30/2021,1/20/2022,187
TEL-1010291,9U6WDWVDBD,1/8/2021,2/2/2021,2/26/2021,137
TEL-1014557,9U6WDWVDBD,10/23/2022,11/17/2022,11/20/2022,88
TEL-1001410,YI4PG06EK3,5/22/2022,6/16/2022,6/29/2022,235
TEL-1002985,YI4PG06EK3,6/2/2022,6/27/2022,7/9/2022,119
TEL-1005039,YI4PG06EK3,11/16/2022,12/11/2022,11/23/2022,72
TEL-1005205,YI4PG06EK3,3/24/2021,4/18/2021,5/6/2021,191
TEL-1001411,KXY2BF27BA,1/6/2022,1/31/2022,2/1/2022,182
TEL-1006396,KXY2BF27BA,4/27/2021,5/22/2021,6/3/2021,200
TEL-1010876,KXY2BF27BA,9/10/2022,10/5/2022,10/7/2022,38
TEL-1001413,229TP0W9RT,8/18/2022,9/12/2022,9/16/2022,199
TEL-1013471,229TP0W9RT,6/21/2021,7/16/2021,8/2/2021,229
TEL-1001414,A7V05H5OO3,12/1/2022,12/26/2022,12/30/2022,151
TEL-1003778,A7V05H5OO3,6/4/2022,6/29/2022,7/3/2022,204
TEL-1004756,A7V05H5OO3,7/20/2021,8/14/2021,8/21/2021,57
TEL-1007803,A7V05H5OO3,12/17/2021,1/11/2022,1/8/2022,74
TEL-1008713,A7V05H5OO3,9/2/2021,9/27/2021,9/4/2021,91
TEL-1010063,A7V05H5OO3,2/9/2021,3/6/2021,3/2/2021,107
TEL-1011418,A7V05H5OO3,3/26/2021,4/20/2021,5/7/2021,29
TEL-1001415,5A7DS6DQWI,11/18/2021,12/13/2021,12/18/2021,29
TEL-1003913,5A7DS6DQWI,11/14/2021,12/9/2021,1/1/2022,86
TEL-1011194,5A7DS6DQWI,1/26/2021,2/20/2021,2/3/2021,244
TEL-1001416,QAVMKGN5TG,7/15/2021,8/9/2021,7/23/2021,161
TEL-1007127,QAVMKGN5TG,1/23/2021,2/17/2021,3/12/2021,131
TEL-1010776,QAVMKGN5TG,7/6/2022,7/31/2022,7/15/2022,221
TEL-1001417,K2C1AMJB32,12/29/2021,1/23/2022,2/9/2022,401
TEL-1007421,K2C1AMJB32,7/6/2021,7/31/2021,7/27/2021,304
TEL-1001418,W81AJXJGKD,7/17/2021,8/11/2021,7/31/2021,38
TEL-1002169,W81AJXJGKD,4/26/2022,5/21/2022,5/12/2022,178
TEL-1010116,W81AJXJGKD,5/24/2021,6/18/2021,5/24/2021,70
TEL-1014020,W81AJXJGKD,2/23/2021,3/20/2021,3/16/2021,258
TEL-1001419,QPMOQ2IL56,5/9/2021,6/3/2021,6/3/2021,275
TEL-1012415,QPMOQ2IL56,2/6/2022,3/3/2022,2/17/2022,105
TEL-1013505,QPMOQ2IL56,11/24/2022,12/19/2022,11/30/2022,103
TEL-1013967,QPMOQ2IL56,4/30/2021,5/25/2021,5/2/2021,194
TEL-1001420,JW56H8ZF48,5/26/2022,6/20/2022,5/29/2022,115
TEL-1004225,JW56H8ZF48,12/19/2021,1/13/2022,1/3/2022,294
TEL-1007085,JW56H8ZF48,6/19/2022,7/14/2022,7/19/2022,258
TEL-1007539,JW56H8ZF48,5/10/2021,6/4/2021,5/27/2021,37
TEL-1008971,JW56H8ZF48,9/4/2022,9/29/2022,10/1/2022,219
TEL-1013669,JW56H8ZF48,3/28/2022,4/22/2022,5/13/2022,108
TEL-1001421,Z4BN551BRZ,7/20/2021,8/14/2021,8/20/2021,117
TEL-1001422,N56UWJMXAV,3/27/2021,4/21/2021,4/3/2021,232
TEL-1007996,N56UWJMXAV,6/8/2021,7/3/2021,6/15/2021,259
TEL-1001423,CU2A149B2Y,3/17/2022,4/11/2022,4/18/2022,158
TEL-1002543,CU2A149B2Y,5/28/2022,6/22/2022,5/28/2022,135
TEL-1003906,CU2A149B2Y,11/23/2021,12/18/2021,12/4/2021,156
TEL-1005540,CU2A149B2Y,4/6/2021,5/1/2021,4/14/2021,280
TEL-1008572,CU2A149B2Y,11/27/2022,12/22/2022,12/19/2022,68
TEL-1010799,CU2A149B2Y,11/25/2021,12/20/2021,12/25/2021,130
TEL-1011991,CU2A149B2Y,4/17/2021,5/12/2021,6/1/2021,298
TEL-1011998,CU2A149B2Y,9/6/2021,10/1/2021,9/10/2021,267
TEL-1001424,UDO9383QJE,6/21/2021,7/16/2021,7/26/2021,153
TEL-1003408,UDO9383QJE,7/3/2021,7/28/2021,7/14/2021,131
TEL-1010518,UDO9383QJE,4/12/2021,5/7/2021,5/15/2021,263
TEL-1010945,UDO9383QJE,6/29/2021,7/24/2021,7/1/2021,56
TEL-1014464,UDO9383QJE,7/7/2022,8/1/2022,8/11/2022,281
TEL-1001425,UGFNDPDC5Q,7/31/2022,8/25/2022,9/15/2022,271
TEL-1001555,UGFNDPDC5Q,7/20/2022,8/14/2022,9/4/2022,105
TEL-1008142,UGFNDPDC5Q,8/26/2022,9/20/2022,9/9/2022,89
TEL-1010886,UGFNDPDC5Q,7/30/2022,8/24/2022,8/19/2022,268
TEL-1012210,UGFNDPDC5Q,7/17/2022,8/11/2022,8/27/2022,48
TEL-1012484,UGFNDPDC5Q,2/17/2021,3/14/2021,3/1/2021,157
TEL-1001426,O2U0XL0DJ9,10/29/2022,11/23/2022,12/13/2022,244
TEL-1004252,O2U0XL0DJ9,10/7/2022,11/1/2022,11/8/2022,113
TEL-1006922,O2U0XL0DJ9,3/8/2021,4/2/2021,4/12/2021,111
TEL-1009579,O2U0XL0DJ9,7/14/2022,8/8/2022,8/9/2022,217
TEL-1001427,EVTULOLJEK,6/15/2021,7/10/2021,7/5/2021,31
TEL-1001982,EVTULOLJEK,8/7/2021,9/1/2021,8/8/2021,241
TEL-1009234,EVTULOLJEK,9/29/2022,10/24/2022,11/13/2022,161
TEL-1001428,BAJV5YTFSJ,5/19/2022,6/13/2022,6/7/2022,269
TEL-1001891,BAJV5YTFSJ,8/8/2021,9/2/2021,8/18/2021,239
TEL-1004431,BAJV5YTFSJ,11/6/2021,12/1/2021,11/8/2021,68
TEL-1004821,BAJV5YTFSJ,11/18/2021,12/13/2021,12/21/2021,268
TEL-1010642,BAJV5YTFSJ,4/1/2021,4/26/2021,5/11/2021,53
TEL-1014448,BAJV5YTFSJ,4/14/2022,5/9/2022,4/17/2022,230
TEL-1001429,N5OJ7SYFGJ,1/13/2022,2/7/2022,2/20/2022,215
TEL-1007804,N5OJ7SYFGJ,2/13/2022,3/10/2022,3/19/2022,106
TEL-1014490,N5OJ7SYFGJ,2/22/2022,3/19/2022,2/27/2022,67
TEL-1001430,SN4M55HTJJ,6/26/2021,7/21/2021,6/26/2021,53
TEL-1005576,SN4M55HTJJ,3/9/2022,4/3/2022,3/13/2022,182
TEL-1006988,SN4M55HTJJ,12/22/2022,1/16/2023,12/24/2022,41
TEL-1001431,0E73F3VPA6,2/18/2022,3/15/2022,2/18/2022,391
TEL-1003769,0E73F3VPA6,7/10/2021,8/4/2021,7/24/2021,299
TEL-1003939,0E73F3VPA6,8/29/2022,9/23/2022,9/13/2022,349
TEL-1005190,0E73F3VPA6,6/30/2022,7/25/2022,7/10/2022,340
TEL-1011551,0E73F3VPA6,2/19/2022,3/16/2022,2/27/2022,307
TEL-1001435,4X22O8RXMK,6/1/2022,6/26/2022,7/3/2022,855
TEL-1001436,EVC7UE5PA9,5/8/2021,6/2/2021,6/5/2021,223
TEL-1001486,EVC7UE5PA9,9/24/2021,10/19/2021,10/13/2021,52
TEL-1003210,EVC7UE5PA9,4/8/2022,5/3/2022,4/24/2022,206
TEL-1009941,EVC7UE5PA9,10/28/2022,11/22/2022,11/14/2022,251
TEL-1010040,EVC7UE5PA9,11/11/2021,12/6/2021,11/18/2021,109
TEL-1013029,EVC7UE5PA9,10/21/2021,11/15/2021,11/25/2021,250
TEL-1013868,EVC7UE5PA9,7/27/2021,8/21/2021,8/5/2021,19
TEL-1001438,TU7HHH6GSE,1/21/2022,2/15/2022,3/4/2022,71
TEL-1012212,TU7HHH6GSE,7/14/2021,8/8/2021,7/22/2021,82
TEL-1001439,AJOWLP29GY,6/14/2021,7/9/2021,7/5/2021,164
TEL-1009468,AJOWLP29GY,12/7/2022,1/1/2023,1/12/2023,197
TEL-1010204,AJOWLP29GY,7/2/2021,7/27/2021,7/3/2021,120
TEL-1001440,TQKW5AJGRV,12/11/2021,1/5/2022,12/30/2021,226
TEL-1012600,TQKW5AJGRV,10/24/2021,11/18/2021,12/3/2021,216
TEL-1014843,TQKW5AJGRV,10/13/2021,11/7/2021,11/21/2021,116
TEL-1001441,VPHOXSKL2W,11/14/2021,12/9/2021,11/24/2021,211
TEL-1004090,VPHOXSKL2W,12/15/2021,1/9/2022,1/1/2022,50
TEL-1001443,CFZEWTVLTX,2/22/2021,3/19/2021,2/25/2021,281
TEL-1012760,CFZEWTVLTX,4/19/2021,5/14/2021,5/16/2021,75
TEL-1001444,HACJKVFN1Y,5/2/2022,5/27/2022,5/10/2022,103
TEL-1007253,HACJKVFN1Y,7/3/2021,7/28/2021,8/16/2021,274
TEL-1008494,HACJKVFN1Y,7/10/2022,8/4/2022,7/31/2022,120
TEL-1011689,HACJKVFN1Y,8/31/2022,9/25/2022,10/11/2022,110
TEL-1012334,HACJKVFN1Y,8/4/2022,8/29/2022,9/8/2022,101
TEL-1001445,TW7JG4EH33,2/28/2022,3/25/2022,3/16/2022,430
TEL-1002230,TW7JG4EH33,1/1/2021,1/26/2021,1/12/2021,489
TEL-1009082,TW7JG4EH33,1/21/2022,2/15/2022,2/5/2022,453
TEL-1010474,TW7JG4EH33,12/15/2021,1/9/2022,1/6/2022,365
TEL-1011058,TW7JG4EH33,12/26/2021,1/20/2022,2/2/2022,434
TEL-1001446,DBIEHKRK2L,11/10/2021,12/5/2021,11/14/2021,219
TEL-1013526,DBIEHKRK2L,2/25/2022,3/22/2022,3/21/2022,10
TEL-1014830,DBIEHKRK2L,7/25/2022,8/19/2022,9/2/2022,189
TEL-1001448,P1U1LCAFIP,1/22/2022,2/16/2022,2/13/2022,97
TEL-1001449,B04KJIYX52,6/20/2022,7/15/2022,6/27/2022,145
TEL-1002835,B04KJIYX52,8/8/2022,9/2/2022,8/15/2022,161
TEL-1006597,B04KJIYX52,10/27/2021,11/21/2021,12/10/2021,126
TEL-1007554,B04KJIYX52,6/9/2021,7/4/2021,6/22/2021,28
TEL-1007859,B04KJIYX52,12/24/2021,1/18/2022,1/12/2022,138
TEL-1001450,V2SOE0H088,11/19/2022,12/14/2022,12/16/2022,97
TEL-1014931,V2SOE0H088,11/2/2021,11/27/2021,11/4/2021,98
TEL-1001451,CP09FJVBMS,11/17/2021,12/12/2021,12/13/2021,235
TEL-1001453,S2PSO0IPXJ,2/3/2022,2/28/2022,2/26/2022,55
TEL-1002216,S2PSO0IPXJ,5/1/2022,5/26/2022,5/20/2022,195
TEL-1001454,AGIR7CSETN,3/12/2022,4/6/2022,3/31/2022,32
TEL-1004300,AGIR7CSETN,12/23/2021,1/17/2022,2/3/2022,158
TEL-1004826,AGIR7CSETN,2/10/2022,3/7/2022,3/24/2022,73
TEL-1006067,AGIR7CSETN,6/1/2021,6/26/2021,7/16/2021,239
TEL-1009818,AGIR7CSETN,10/24/2021,11/18/2021,11/28/2021,132
TEL-1001456,OAUQ2G5ZYA,7/30/2021,8/24/2021,9/1/2021,274
TEL-1004385,OAUQ2G5ZYA,7/1/2022,7/26/2022,8/10/2022,55
TEL-1006863,OAUQ2G5ZYA,3/17/2022,4/11/2022,4/28/2022,80
TEL-1001457,D8W1OSNG6U,7/17/2022,8/11/2022,7/29/2022,40
TEL-1002806,D8W1OSNG6U,9/15/2022,10/10/2022,10/31/2022,20
TEL-1001458,3XB99L5UMN,10/24/2022,11/18/2022,11/6/2022,145
TEL-1001783,3XB99L5UMN,6/3/2022,6/28/2022,6/6/2022,198
TEL-1001459,IDZ7BBC7V3,2/7/2022,3/4/2022,2/10/2022,67
TEL-1002336,IDZ7BBC7V3,2/13/2022,3/10/2022,3/18/2022,193
TEL-1009062,IDZ7BBC7V3,8/14/2022,9/8/2022,9/7/2022,168
TEL-1009131,IDZ7BBC7V3,2/22/2021,3/19/2021,4/1/2021,160
TEL-1013178,IDZ7BBC7V3,4/10/2022,5/5/2022,4/16/2022,248
TEL-1001460,XW1YHS306D,11/8/2021,12/3/2021,11/28/2021,48
TEL-1002348,XW1YHS306D,4/3/2021,4/28/2021,5/4/2021,206
TEL-1004702,XW1YHS306D,7/18/2022,8/12/2022,8/23/2022,147
TEL-1001461,A0IZBNY87A,1/13/2021,2/7/2021,1/17/2021,38
TEL-1003006,A0IZBNY87A,10/4/2022,10/29/2022,11/16/2022,79
TEL-1013145,A0IZBNY87A,3/9/2022,4/3/2022,3/19/2022,134
TEL-1001463,EJ9PVLPXMN,6/17/2021,7/12/2021,7/17/2021,242
TEL-1011206,EJ9PVLPXMN,5/18/2022,6/12/2022,5/28/2022,239
TEL-1014957,EJ9PVLPXMN,10/12/2021,11/6/2021,10/17/2021,252
TEL-1001464,JF916D7ONH,2/24/2022,3/21/2022,4/4/2022,94
TEL-1003230,JF916D7ONH,1/10/2021,2/4/2021,2/2/2021,131
TEL-1006205,JF916D7ONH,9/27/2022,10/22/2022,10/29/2022,29
TEL-1014585,JF916D7ONH,6/15/2021,7/10/2021,7/19/2021,29
TEL-1001465,DTLL7MTH7F,2/27/2021,3/24/2021,4/2/2021,178
TEL-1002626,DTLL7MTH7F,8/31/2021,9/25/2021,9/27/2021,273
TEL-1004013,DTLL7MTH7F,1/3/2022,1/28/2022,1/5/2022,101
TEL-1008556,DTLL7MTH7F,10/25/2022,11/19/2022,11/26/2022,297
TEL-1010403,DTLL7MTH7F,5/3/2022,5/28/2022,5/27/2022,230
TEL-1001466,1SW8UPUWBV,4/13/2021,5/8/2021,5/24/2021,279
TEL-1001468,PWDGW5O52D,6/11/2022,7/6/2022,6/26/2022,85
TEL-1003042,PWDGW5O52D,7/22/2021,8/16/2021,9/2/2021,105
TEL-1005891,PWDGW5O52D,8/26/2021,9/20/2021,9/29/2021,11
TEL-1001469,OG51U7DDJH,12/8/2022,1/2/2023,12/29/2022,386
TEL-1001472,I88OP2XRZ0,2/11/2022,3/8/2022,3/26/2022,59
TEL-1013418,I88OP2XRZ0,11/4/2022,11/29/2022,12/7/2022,190
TEL-1001473,NOA2URNDM9,2/11/2021,3/8/2021,3/16/2021,262
TEL-1001532,NOA2URNDM9,9/25/2022,10/20/2022,9/27/2022,295
TEL-1009509,NOA2URNDM9,6/16/2022,7/11/2022,7/8/2022,176
TEL-1001474,KT7XSAFUAG,4/23/2022,5/18/2022,6/7/2022,268
TEL-1012828,KT7XSAFUAG,3/7/2021,4/1/2021,3/10/2021,84
TEL-1001475,3PZNPMXDVW,2/18/2021,3/15/2021,2/21/2021,286
TEL-1001476,3D9LNGSBK0,4/6/2021,5/1/2021,5/7/2021,288
TEL-1002031,3D9LNGSBK0,2/23/2021,3/20/2021,4/13/2021,72
TEL-1002268,3D9LNGSBK0,9/1/2022,9/26/2022,10/6/2022,263
TEL-1011493,3D9LNGSBK0,12/23/2022,1/17/2023,12/31/2022,110
TEL-1012274,3D9LNGSBK0,9/29/2022,10/24/2022,10/30/2022,82
TEL-1001477,0A9MSCYM4A,8/8/2021,9/2/2021,9/6/2021,177
TEL-1007886,0A9MSCYM4A,11/9/2022,12/4/2022,11/27/2022,280
TEL-1013999,0A9MSCYM4A,11/17/2022,12/12/2022,12/1/2022,269
TEL-1001479,PHFNNXK0X5,2/12/2021,3/9/2021,2/25/2021,95
TEL-1004306,PHFNNXK0X5,3/8/2022,4/2/2022,3/27/2022,74
TEL-1006185,PHFNNXK0X5,11/14/2021,12/9/2021,11/17/2021,62
TEL-1010537,PHFNNXK0X5,1/11/2021,2/5/2021,1/13/2021,170
TEL-1013720,PHFNNXK0X5,6/2/2021,6/27/2021,6/25/2021,28
TEL-1001481,XLFG53586U,4/18/2021,5/13/2021,5/25/2021,118
TEL-1003675,XLFG53586U,8/28/2022,9/22/2022,9/6/2022,258
TEL-1012690,XLFG53586U,2/19/2022,3/16/2022,2/28/2022,101
TEL-1014285,XLFG53586U,5/8/2022,6/2/2022,6/25/2022,157
TEL-1001482,JQ47X9S5XM,1/3/2022,1/28/2022,1/30/2022,43
TEL-1003295,JQ47X9S5XM,4/25/2021,5/20/2021,5/31/2021,253
TEL-1003872,JQ47X9S5XM,7/28/2022,8/22/2022,8/3/2022,156
TEL-1001485,ODGOJ3X51A,11/8/2021,12/3/2021,11/25/2021,264
TEL-1014624,ODGOJ3X51A,12/4/2022,12/29/2022,12/8/2022,269
TEL-1001487,MF5G8EY88J,2/15/2021,3/12/2021,2/24/2021,139
TEL-1006638,MF5G8EY88J,1/10/2021,2/4/2021,2/18/2021,182
TEL-1009505,MF5G8EY88J,12/29/2021,1/23/2022,1/5/2022,268
TEL-1012912,MF5G8EY88J,4/1/2022,4/26/2022,5/20/2022,158
TEL-1001492,P8PFJ5IE8R,11/12/2022,12/7/2022,12/25/2022,223
TEL-1001817,P8PFJ5IE8R,11/24/2022,12/19/2022,1/1/2023,180
TEL-1003909,P8PFJ5IE8R,5/19/2021,6/13/2021,6/6/2021,225
TEL-1008848,P8PFJ5IE8R,9/11/2022,10/6/2022,10/11/2022,148
TEL-1012194,P8PFJ5IE8R,11/17/2022,12/12/2022,12/18/2022,201
TEL-1013761,P8PFJ5IE8R,7/19/2022,8/13/2022,8/17/2022,140
TEL-1001495,F1GGN5KWLS,6/5/2021,6/30/2021,6/15/2021,276
TEL-1009851,F1GGN5KWLS,6/4/2022,6/29/2022,7/22/2022,166
TEL-1009869,F1GGN5KWLS,6/22/2022,7/17/2022,7/5/2022,274
TEL-1001496,8GOVIPQFDP,4/10/2022,5/5/2022,5/13/2022,185
TEL-1014224,8GOVIPQFDP,8/14/2022,9/8/2022,9/8/2022,90
TEL-1001497,TL34PNHBMJ,11/18/2022,12/13/2022,1/4/2023,162
TEL-1003683,TL34PNHBMJ,3/9/2021,4/3/2021,4/17/2021,170
TEL-1008457,TL34PNHBMJ,12/8/2022,1/2/2023,12/12/2022,137
TEL-1011092,TL34PNHBMJ,8/4/2021,8/29/2021,8/26/2021,288
TEL-1001498,W1LCHQLABW,6/11/2022,7/6/2022,7/6/2022,229
TEL-1008963,W1LCHQLABW,5/9/2022,6/3/2022,6/11/2022,108
TEL-1001499,SBBGZ78BRV,7/6/2021,7/31/2021,8/8/2021,120
TEL-1014740,SBBGZ78BRV,4/26/2022,5/21/2022,4/26/2022,58
TEL-1014984,SBBGZ78BRV,4/6/2021,5/1/2021,5/19/2021,70
TEL-1001500,7P4NJ9HY51,8/11/2021,9/5/2021,8/31/2021,16
TEL-1004119,7P4NJ9HY51,9/8/2021,10/3/2021,9/19/2021,111
TEL-1011292,7P4NJ9HY51,5/3/2021,5/28/2021,5/23/2021,111
TEL-1001501,VAEWXAVAZ6,3/12/2021,4/6/2021,3/22/2021,71
TEL-1002661,VAEWXAVAZ6,2/27/2021,3/24/2021,3/13/2021,295
TEL-1003479,VAEWXAVAZ6,6/12/2021,7/7/2021,7/31/2021,82
TEL-1013926,VAEWXAVAZ6,2/9/2021,3/6/2021,3/24/2021,219
TEL-1001502,1NAT4N6A2Q,8/3/2022,8/28/2022,8/7/2022,146
TEL-1002636,1NAT4N6A2Q,12/11/2022,1/5/2023,12/13/2022,205
TEL-1001503,SDPWTA6QJS,9/14/2021,10/9/2021,10/16/2021,94
TEL-1012522,SDPWTA6QJS,10/6/2022,10/31/2022,10/23/2022,32
TEL-1013406,SDPWTA6QJS,9/30/2021,10/25/2021,11/17/2021,18
TEL-1001504,JOBVARCSZQ,1/12/2022,2/6/2022,2/7/2022,161
TEL-1006936,JOBVARCSZQ,1/21/2021,2/15/2021,2/26/2021,54
TEL-1008929,JOBVARCSZQ,3/12/2022,4/6/2022,3/22/2022,103
TEL-1011767,JOBVARCSZQ,4/23/2021,5/18/2021,5/27/2021,264
TEL-1001506,2T8QQFM5W3,3/13/2021,4/7/2021,4/30/2021,495
TEL-1005092,2T8QQFM5W3,6/28/2022,7/23/2022,8/10/2022,609
TEL-1005979,2T8QQFM5W3,3/21/2021,4/15/2021,5/7/2021,607
TEL-1008920,2T8QQFM5W3,11/25/2021,12/20/2021,12/26/2021,463
TEL-1001508,W7OWUM6QI9,12/19/2021,1/13/2022,1/2/2022,58
TEL-1003850,W7OWUM6QI9,12/11/2022,1/5/2023,12/26/2022,213
TEL-1004585,W7OWUM6QI9,3/9/2021,4/3/2021,4/25/2021,288
TEL-1014568,W7OWUM6QI9,4/5/2021,4/30/2021,4/22/2021,134
TEL-1001509,3JYY2YWXEQ,5/13/2022,6/7/2022,6/7/2022,189
TEL-1006602,3JYY2YWXEQ,11/6/2022,12/1/2022,12/14/2022,21
TEL-1010426,3JYY2YWXEQ,5/19/2022,6/13/2022,5/19/2022,24
TEL-1001510,JRAUPFU0JS,9/5/2021,9/30/2021,9/7/2021,57
TEL-1002098,JRAUPFU0JS,12/30/2021,1/24/2022,1/22/2022,38
TEL-1001511,6I324KGK08,5/19/2021,6/13/2021,5/22/2021,136
TEL-1014715,6I324KGK08,6/23/2022,7/18/2022,8/5/2022,17
TEL-1001513,FINOSHMVXT,2/4/2021,3/1/2021,3/4/2021,169
TEL-1001585,FINOSHMVXT,8/23/2022,9/17/2022,9/7/2022,84
TEL-1002851,FINOSHMVXT,6/6/2021,7/1/2021,6/7/2021,39
TEL-1006463,FINOSHMVXT,3/15/2022,4/9/2022,4/16/2022,24
TEL-1011897,FINOSHMVXT,10/8/2022,11/2/2022,10/16/2022,224
TEL-1001514,PSBRQWDTTP,9/19/2022,10/14/2022,11/4/2022,259
TEL-1010284,PSBRQWDTTP,10/31/2022,11/25/2022,11/5/2022,36
TEL-1012935,PSBRQWDTTP,10/26/2022,11/20/2022,11/1/2022,238
TEL-1001515,LHJAZ5Q0NJ,7/9/2021,8/3/2021,8/16/2021,280
TEL-1002943,LHJAZ5Q0NJ,10/6/2021,10/31/2021,10/10/2021,75
