customer_id,feedback,rating
4XA3ZKX4H7,Not happy with the service.,4
XHXVEM67D7,Excellent service!,4
95DZS4Z7WP,Good network coverage.,1
VMQE9M5CAC,Good value for money.,1
SP0K6NV4PB,Good value for money.,5
RURLR71U8A,Had trouble with international roaming.,1
OE4CHLSNRJ,Excellent service!,4
78TYQAYL23,Good network coverage.,3
MSLOJ0W398,Customer service was very helpful.,5
YW7YBZ4EC7,Excellent service!,2
WQFIC8RJG5,4G speed is impressive.,2
WHE0BSB3YQ,4G speed is impressive.,4
IPSZ1Y9IP5,Had trouble with international roaming.,3
90LY7RKDAF,Not happy with the service.,4
Q4AERDZBUY,Facing frequent call drops.,2
KAGR3XC9I5,Good network coverage.,2
L9UV74QEU5,Not happy with the service.,5
L2RYJ09XHR,Good network coverage.,3
OKKS9QMPVE,Facing frequent call drops.,5
KROR6JM64K,Good network coverage.,2
N6KG8X05HM,Customer service was very helpful.,4
HPEBLI3QFY,Facing frequent call drops.,4
98ANGTHE6R,Good network coverage.,3
WVST2MSFHH,Facing frequent call drops.,2
TGR1MD2OPH,Excellent service!,1
AO4JWV5BN3,Had trouble with international roaming.,3
W40KMKDV3C,Customer service was very helpful.,3
XNWLDA5Q85,Not happy with the service.,2
OIRE8J7RF2,Not happy with the service.,1
2TIP28HMAA,Billing issues observed.,2
QC5MC6CU20,Not happy with the service.,3
9D1TYU4C5B,Facing frequent call drops.,3
GJ710D6JXO,Excellent service!,1
V40C0MC8XS,Satisfactory experience.,1
F9ZTSZPQ6T,4G speed is impressive.,3
6HTER84HA7,Excellent service!,2
EFQE6M9MXN,Good value for money.,2
HHC5I5XI57,Not happy with the service.,5
IHIWHHOSB0,Satisfactory experience.,1
WTJQMO2B3U,4G speed is impressive.,1
ESD7FCRVWO,Billing issues observed.,3
OZK9KOMC11,Excellent service!,1
OEAIS5LL4W,Satisfactory experience.,3
3TX419SM9Z,Had trouble with international roaming.,3
TWCZZQ3RI1,Had trouble with international roaming.,1
RJK5F7XAFL,Billing issues observed.,1
F1GGN5KWLS,Satisfactory experience.,2
CGN83KVEPH,Had trouble with international roaming.,4
8ZGOZJNZGV,4G speed is impressive.,4
UJ13WOP43W,Not happy with the service.,5
6R7GUBBCCI,4G speed is impressive.,3
W81AJXJGKD,Customer service was very helpful.,1
O1R4ET4B1Y,Billing issues observed.,2
GYO9R399CC,Facing frequent call drops.,5
2FY8B944Q7,4G speed is impressive.,1
HB185O86YQ,Good value for money.,1
4XUCKGCFX9,Billing issues observed.,4
AMBLQZJVLS,Facing frequent call drops.,1
OH5NKXZ1A3,Not happy with the service.,4
WZ9QA75RGG,Excellent service!,2
DUWAE3F99P,Had trouble with international roaming.,2
ASGYFGA8KV,Not happy with the service.,5
NYREFDM4LY,Facing frequent call drops.,3
KV9JGAB98H,Billing issues observed.,1
2082QT6FD1,Had trouble with international roaming.,1
670051M8AE,Good value for money.,1
XBR3AXCT8B,Not happy with the service.,5
4BSAXDXX8U,Satisfactory experience.,4
U1W1YMNRXK,Good value for money.,4
RTSAFU4M9L,4G speed is impressive.,5
N4E2A6U37C,Not happy with the service.,2
4QYZCPE8UJ,Billing issues observed.,1
WRHGYZ3JCM,Facing frequent call drops.,2
4EZMIWHF9Y,Had trouble with international roaming.,3
LU9LCI565T,Billing issues observed.,5
32HC7H1Q1N,Facing frequent call drops.,2
WSZBTGUL8D,4G speed is impressive.,4
1L4EZVQL0O,Customer service was very helpful.,1
QXV7QJCODS,Excellent service!,3
0H49Z6GJ3R,Excellent service!,2
1GMJMK0LJF,Customer service was very helpful.,5
OKBI4TTKO5,Had trouble with international roaming.,1
UI0H586EZK,Excellent service!,2
FP82XRJJ2Y,Excellent service!,4
74BYLQIDXZ,4G speed is impressive.,2
3NPTM187DX,Customer service was very helpful.,1
PWO8OCN1FJ,Facing frequent call drops.,5
NBY7VCL2DF,Had trouble with international roaming.,3
2N2119NGLF,Had trouble with international roaming.,2
O0WVL46XO1,Facing frequent call drops.,3
3LXVR9B7ID,Excellent service!,1
LRBMWF3PNG,Customer service was very helpful.,5
JD00VA48ZJ,Customer service was very helpful.,4
1C3591O3RK,Billing issues observed.,3
Q606YF9OS4,Customer service was very helpful.,4
JE336EER2F,Had trouble with international roaming.,4
CR9HB1Z64X,Billing issues observed.,3
FWX32DQI73,Had trouble with international roaming.,5
B3B9FWC32Q,Had trouble with international roaming.,5
SJ07TIT6OY,Facing frequent call drops.,5
VJKA8DXF92,Customer service was very helpful.,2
LCVTHWRQ9A,Had trouble with international roaming.,2
S90AUSGCQ1,Satisfactory experience.,3
CLTRIGACOI,4G speed is impressive.,5
KNA4D320IZ,Good network coverage.,3
Z9139B86UG,Excellent service!,1
T7MOSYTPOR,Excellent service!,1
EZZWI94N82,Good network coverage.,1
AZ1VGKAHD3,Not happy with the service.,4
L2IVMG4PTU,Customer service was very helpful.,5
0NY7LZH2EL,Excellent service!,3
Y0NVD1F7OM,Good value for money.,1
Y4FZL8ORUE,Customer service was very helpful.,5
IPSF8BRSWL,Facing frequent call drops.,1
JW56H8ZF48,Excellent service!,3
0T99O86JYM,Excellent service!,4
KF5ZRKA0BA,Good value for money.,5
ESEO5CVQ4Z,4G speed is impressive.,2
SU2U0SRXET,4G speed is impressive.,1
OF8I3GNM9I,Good network coverage.,4
CW67P02FD6,Excellent service!,2
89JC1TKSYD,Not happy with the service.,3
2CZJ1UJ2YL,Good value for money.,2
2FE7XSS98K,Customer service was very helpful.,1
AKYLHG8FBG,Billing issues observed.,5
YZZE8ZGK38,Satisfactory experience.,3
WVW0GLMWNM,Facing frequent call drops.,5
L1QS15B10A,Excellent service!,5
9PIZAH6ZLP,Billing issues observed.,1
FUANJKI6RM,4G speed is impressive.,5
U5XZSJ03QP,Facing frequent call drops.,3
Q4VE4T86SX,Not happy with the service.,5
3DVD28IKFG,Excellent service!,3
4IQF8DZ3R4,Not happy with the service.,4
RFO4YKAHWK,Facing frequent call drops.,4
MJ54L74UYE,Good network coverage.,1
YBVC5LEHIQ,Facing frequent call drops.,1
Y045JHJGS9,Excellent service!,2
F83S5PUL3I,Excellent service!,2
AIKUW6J4OS,Excellent service!,4
FZ9KJTALNN,Facing frequent call drops.,2
FKMMNK035T,Facing frequent call drops.,4
9GMPY4UBUR,Customer service was very helpful.,3
T5YQBAJW7A,4G speed is impressive.,1
2T7814M3VB,Had trouble with international roaming.,1
SMNQSU2FJG,Excellent service!,1
YQGJX378SX,Had trouble with international roaming.,3
UNUGUGB1H0,Excellent service!,3
NCW6H0ZOCB,Customer service was very helpful.,1
YSNR0ZJQ4Y,Good value for money.,5
9COGCV5PBK,Facing frequent call drops.,4
HG63C38MAF,Good value for money.,3
NMELODZB4M,Satisfactory experience.,3
C9ANA54PC7,Billing issues observed.,4
Z0I2J4EZBS,Customer service was very helpful.,4
LMNBMMZE66,Good value for money.,3
CMOP7HNEEW,Good network coverage.,3
YFH5159RYA,Good value for money.,2
QPB5J0RDF5,Not happy with the service.,2
1GFGPVQDT4,Had trouble with international roaming.,5
HYUQ6YD9JW,Excellent service!,4
O7LC2FMAX7,Had trouble with international roaming.,1
34LU8V6L9I,Customer service was very helpful.,2
RZCM6K3NZL,Not happy with the service.,3
ON0HVNAHW6,Good network coverage.,1
YJS56VQ0I5,Good network coverage.,3
VBIIFBVSUO,Facing frequent call drops.,2
CMNMOOHXOQ,Facing frequent call drops.,4
NTH3ALBNKR,Excellent service!,5
JBAKAQPMX5,Billing issues observed.,3
T8TLOO1NER,Good network coverage.,5
KTMJFLDXJF,Facing frequent call drops.,3
HVGYJNQZHZ,Good value for money.,1
6E6X54VG8W,4G speed is impressive.,1
QE97DHJWFG,Had trouble with international roaming.,5
13DVZZP1QT,Customer service was very helpful.,3
CY7TTYXREZ,4G speed is impressive.,3
WFR2OADMCF,Not happy with the service.,5
5QOF5LMSSU,Good network coverage.,2
V349MOB3NM,Satisfactory experience.,5
E79SFZSZ6N,Not happy with the service.,4
YAPCCD5HZS,Billing issues observed.,3
LMUCWB7PL7,Satisfactory experience.,1
53S7K87IPW,Not happy with the service.,4
HP3YS5JFCY,Billing issues observed.,3
26ESKWY4LO,Billing issues observed.,3
SPYHG6G4DV,Billing issues observed.,5
2NAYQN01SY,Billing issues observed.,5
S93GT7N9CR,Had trouble with international roaming.,1
K2MMD5AXAZ,Customer service was very helpful.,3
EIPXT1I42Q,Good network coverage.,5
YRM9LAR6PI,Customer service was very helpful.,4
A2G314ILMP,Satisfactory experience.,2
PDG4IFDYKJ,Customer service was very helpful.,4
NJIPYT39I3,Satisfactory experience.,1
QAFN1NLWLB,Good network coverage.,5
BP0RP56R25,Not happy with the service.,3
NTZAD3ELW7,Billing issues observed.,2
N28SWNWNVG,Facing frequent call drops.,4
UEJM7QITKD,Good value for money.,1
BGVR6D11N4,Had trouble with international roaming.,3
E4N3P1B4IO,4G speed is impressive.,2
9W74EED5LB,Facing frequent call drops.,3
BYERZRYT8R,4G speed is impressive.,4
JBAU80MEZM,Good network coverage.,4
41DO2NJBQJ,Not happy with the service.,4
EDUSYLI6GU,4G speed is impressive.,2
YJ1B46VSTW,Facing frequent call drops.,2
1RP4KZIDBU,Good network coverage.,1
BE5CQPO994,Satisfactory experience.,4
PPPZDO45MU,Facing frequent call drops.,4
JWBFZRCWQ2,Good network coverage.,5
50LA4GZ7RX,Good network coverage.,5
VJEK06PDE3,Excellent service!,5
AIU85ON20R,Good network coverage.,2
5GRR7BR52E,Excellent service!,2
HHS40IWWGW,4G speed is impressive.,4
U6UHGW0LZM,Not happy with the service.,1
H2LFB9970G,Facing frequent call drops.,3
HGIVYO0MJ4,Had trouble with international roaming.,1
29ODG61DDN,Good value for money.,3
IMU062TDZV,Had trouble with international roaming.,2
BC5NSCXY3P,Had trouble with international roaming.,3
BFSN6YFNYQ,Good network coverage.,5
9IJWNBDSMP,Had trouble with international roaming.,2
1QXCITJOU0,Good value for money.,4
V9KV8YDZV7,Not happy with the service.,5
JQ8PT7YUB9,Had trouble with international roaming.,3
K29U8ZYOQH,Not happy with the service.,4
OWGW68OUKM,Billing issues observed.,3
4GTBGWVZGS,Customer service was very helpful.,2
TRR05OYL5C,4G speed is impressive.,3
HXWC8E654L,Satisfactory experience.,1
2HKSSSD3KI,Satisfactory experience.,3
8CEWGD52MQ,Good network coverage.,1
K3NG9JU4YR,Excellent service!,5
KL3P8L12BP,4G speed is impressive.,4
R03C9BWG31,Customer service was very helpful.,2
EE5XMFZBEV,Customer service was very helpful.,3
WC903846N7,Excellent service!,2
VY37E9UTQ0,Billing issues observed.,1
OD4ZM93D54,Billing issues observed.,2
L6M9C8EFPE,Excellent service!,3
D9MAIX1IR1,Facing frequent call drops.,5
J28RPFKYCA,Facing frequent call drops.,2
J6B7ABNB2F,Good network coverage.,3
E2RCNHV08D,4G speed is impressive.,2
7BB9Q4X667,Had trouble with international roaming.,4
YMFHXB7K55,Facing frequent call drops.,1
DP19U7DDI0,Had trouble with international roaming.,1
8C7ZVFICDP,Had trouble with international roaming.,5
MBSWHHK7HS,Good network coverage.,5
2CG6HLHF53,Customer service was very helpful.,3
J5BR5F0NKD,Satisfactory experience.,5
ZFRYZARJQQ,Facing frequent call drops.,5
LGHWG7N2WK,Good value for money.,5
ZSX2DC9QXQ,Facing frequent call drops.,5
GEZVT71C3X,Customer service was very helpful.,2
D68O4Q1YM8,Had trouble with international roaming.,5
K8NJS42W4X,Facing frequent call drops.,3
YRWFLL1FEB,Billing issues observed.,4
M7JP1QRW5K,Had trouble with international roaming.,1
4TEAMCHSU4,Had trouble with international roaming.,1
K68PICWHMI,4G speed is impressive.,5
3QAXZ606A5,Customer service was very helpful.,5
D5ZTPQW3AZ,Billing issues observed.,2
MKFN5L089M,Good network coverage.,1
8R582CC5T0,Excellent service!,2
E8Z0NU6DZV,Good value for money.,5
H4IARS82U8,Had trouble with international roaming.,4
BVZA30CZ4F,Billing issues observed.,4
CMTJTF10R8,Not happy with the service.,4
0XU64Z6D8W,Facing frequent call drops.,3
BLIQXN6BTZ,Facing frequent call drops.,3
XZ68PNL4LG,Satisfactory experience.,5
RHC8WCGLQY,4G speed is impressive.,2
05GUG568DF,Had trouble with international roaming.,3
MPGAB5ZM0C,Good network coverage.,2
FF1IQQTV7I,Customer service was very helpful.,2
2SSS2HO6N5,Satisfactory experience.,5
JA5ZLP0Y6I,Good network coverage.,1
ITU6PWX9VO,Billing issues observed.,4
QB20W6AZJ7,Had trouble with international roaming.,1
T8S2731HW9,Facing frequent call drops.,4
ERJYGJUTZ0,Not happy with the service.,1
P2G8VF49A5,Excellent service!,4
D507PM49Z4,Excellent service!,3
ODGOJ3X51A,Excellent service!,5
J2TMQQEPCG,Not happy with the service.,4
AFRESDVUPJ,Not happy with the service.,1
MEA4BI3NHR,Excellent service!,2
JO3P36TD7I,Satisfactory experience.,5
YV2EWUNTPC,Had trouble with international roaming.,2
DYW516LHGT,Good value for money.,1
RPM9SDQSOU,Excellent service!,2
GEHL3JV21Z,Satisfactory experience.,3
UGITR8Q6ZU,Had trouble with international roaming.,2
41PHZ0VUN1,Had trouble with international roaming.,1
TRNKAI0XEL,Satisfactory experience.,2
ETHQ9CFLSU,Not happy with the service.,5
RBI1O9PLE1,Not happy with the service.,3
RFSA6ATPBA,Facing frequent call drops.,4
MVV4L1BH8C,Customer service was very helpful.,5
3D9LNGSBK0,Facing frequent call drops.,2
WGI6N8F5K5,Billing issues observed.,5
UV8INCLSM3,4G speed is impressive.,5
G9T6OAUJ85,Had trouble with international roaming.,3
A4QY3SSM9F,Not happy with the service.,3
GXCRLA0LDM,Good network coverage.,5
PVVXK5XKMM,Had trouble with international roaming.,3
9WBVB0L516,Had trouble with international roaming.,2
WPHF2NH7OW,Good value for money.,2
ZF1VAIRODS,Excellent service!,2
V2SOE0H088,Good network coverage.,2
Y4LPIPQ0X7,Facing frequent call drops.,5
1QQBHVD193,Had trouble with international roaming.,2
RILAQHADPW,Satisfactory experience.,3
9R9B9FCHSI,4G speed is impressive.,1
0ZKO2EEAV0,Good value for money.,5
VMS1SIGLHN,Good value for money.,3
4PWQPCVTQY,Facing frequent call drops.,4
R78G47IS5K,4G speed is impressive.,3
OFU5L8S4HG,Good value for money.,4
D9TEGY8W8M,Excellent service!,5
3ER7WOABJD,Had trouble with international roaming.,4
MF7R2PM6LF,Billing issues observed.,5
U2S0W43PBD,Billing issues observed.,1
MBFTNAFWD9,Excellent service!,3
5Q01MPKBHQ,Customer service was very helpful.,2
VAST86NUYJ,Had trouble with international roaming.,2
WUKVEMQ3TP,4G speed is impressive.,2
RVHPSEWHXE,Had trouble with international roaming.,4
C7MZ75MRG0,Excellent service!,2
05JH8JG12X,Not happy with the service.,4
5ZIFLAP3W5,Satisfactory experience.,3
6UPCM4LPQA,Not happy with the service.,1
3RQD76H01J,Customer service was very helpful.,2
5GGG22IXCI,Facing frequent call drops.,4
WM28KQHYTV,Had trouble with international roaming.,4
TQM2TRYPDA,Satisfactory experience.,1
QC1TYFPI50,Customer service was very helpful.,3
731XN3B29S,Good network coverage.,1
JQELHRRW1W,Had trouble with international roaming.,2
XFXA0QJEMZ,Good value for money.,4
NGUYD3AFQH,Satisfactory experience.,3
NZ9GFVHYFC,Satisfactory experience.,4
1TL5W4CVM4,Had trouble with international roaming.,4
WETM6ZUYEW,Had trouble with international roaming.,4
V92QGOCG7W,4G speed is impressive.,2
P87TKTH8FD,Satisfactory experience.,1
UO8UW2E7H8,Facing frequent call drops.,4
9543DNNNG7,Excellent service!,4
DVIOHY3AGZ,Good network coverage.,2
1CR3WKMPXT,Facing frequent call drops.,2
ASFP0N0JX5,Customer service was very helpful.,4
3GDRJ6VV5Z,Had trouble with international roaming.,2
DB2HI07NCA,Facing frequent call drops.,2
VPLBAZDG07,Satisfactory experience.,2
F1QIFX40Z2,Customer service was very helpful.,4
8JZANFGIJR,Billing issues observed.,5
QH4JHLBW46,Billing issues observed.,3
XDJ4GTGQLL,Excellent service!,4
SI7BSZTUL9,Satisfactory experience.,2
5QNBN30ZV4,Customer service was very helpful.,2
P9J3ZRG9GV,Good network coverage.,4
CCV9UDMK21,Customer service was very helpful.,5
H2KORNNZIT,Excellent service!,5
BDVKOKEQ25,4G speed is impressive.,3
G609RZEY0N,Good network coverage.,5
8PKM5CNMSK,Facing frequent call drops.,3
KKZV3BZ205,Excellent service!,5
N8TWCP2JIW,Had trouble with international roaming.,4
PWACHY08B2,Good network coverage.,5
XSUS9ZM39H,4G speed is impressive.,5
5ERC2S207Y,Good network coverage.,3
V84PK4PWQ9,Billing issues observed.,3
B7UR0RTK7A,Not happy with the service.,3
J5D9Q75FWV,4G speed is impressive.,5
77DP3YLMJW,Good value for money.,4
P28ZRAV054,4G speed is impressive.,5
8LWM6TPNPB,Excellent service!,2
2YXFQE6W8H,Satisfactory experience.,4
XY45WQETCZ,Satisfactory experience.,4
IUO0FDWEWE,Good network coverage.,1
QNRXV5CKW0,Not happy with the service.,5
AVYUCVG2NL,4G speed is impressive.,2
A7V05H5OO3,Customer service was very helpful.,1
3RNEJN6SF0,Good value for money.,2
06WIJPTUFO,Excellent service!,1
51WGIZNB5C,Good value for money.,4
56GOX0EAVK,Good network coverage.,1
64NSFLBQ91,Customer service was very helpful.,3
6UHLSE4CUN,Good network coverage.,2
8NU84X1E1R,Satisfactory experience.,4
HOE2X8C0RL,Not happy with the service.,2
02SB0VMIZN,Had trouble with international roaming.,5
R5WIY3Q9HO,Not happy with the service.,1
Q4FY8T48QL,Not happy with the service.,2
MIOWEYKB4X,4G speed is impressive.,1
PHFNNXK0X5,Had trouble with international roaming.,3
J6LMRCKGHX,Excellent service!,3
BFXIIIBQXY,Billing issues observed.,3
VJNG75VX0N,Not happy with the service.,4
W2V8IDUCWD,4G speed is impressive.,5
JOKQK35YVW,Facing frequent call drops.,2
V76YKGYLHT,Had trouble with international roaming.,4
D2LZZ3SHQK,4G speed is impressive.,4
SFF7ELJAW4,Facing frequent call drops.,4
B9DGQYALJK,Good value for money.,4
0BZ4IJW8PN,4G speed is impressive.,2
W0FQE7V9J9,Billing issues observed.,3
FP7E610D3Z,Good value for money.,5
0JTP9CFLZG,Satisfactory experience.,4
2WB9B995B9,Facing frequent call drops.,3
143YP5W99U,Good network coverage.,5
VN1A1530XS,Had trouble with international roaming.,3
R9VC9M3T89,Good network coverage.,3
R87V2BKQPX,Excellent service!,5
KII2J5AAN8,Not happy with the service.,4
QQ3DMF7ZIM,Satisfactory experience.,4
KG7W1B0WYL,Good network coverage.,3
8CJWI4AZCF,Excellent service!,4
X6LTK0BWFG,Satisfactory experience.,1
TVDCGTVC3G,Good network coverage.,5
I59FKNQZZQ,Not happy with the service.,4
373QWZQZWL,4G speed is impressive.,3
49OBITUSVA,Facing frequent call drops.,5
P0S12YLXXK,Excellent service!,5
Y20Q55BDJC,4G speed is impressive.,1
G6YCX414F1,4G speed is impressive.,1
ELGWPKREDA,Had trouble with international roaming.,3
MZZU8N9SD2,Facing frequent call drops.,3
53CR23T46S,Billing issues observed.,2
T7SG2O1WQW,Satisfactory experience.,4
ZDCT75H09S,Facing frequent call drops.,1
WYRJ4ZB3TG,Facing frequent call drops.,4
CC7ESZ2GAX,Good network coverage.,4
A7YTJ21EHV,Satisfactory experience.,3
JH3DC880T0,Good network coverage.,1
HJXRVDEEM2,4G speed is impressive.,5
6GMA075U72,4G speed is impressive.,4
KLSRH63TZW,Had trouble with international roaming.,3
TSFQ0I12Y3,Billing issues observed.,5
VQQG2TI8UW,Not happy with the service.,5
K8OURN3L2F,Not happy with the service.,4
7ZWX01VYU9,Good network coverage.,4
8YV2FDPXS0,Good network coverage.,5
SDIF9HTCS4,Billing issues observed.,1
DAX6PNEQNR,Not happy with the service.,4
NT460734YZ,Had trouble with international roaming.,5
ZOVKXLTTRG,Good network coverage.,2
FUOMU4GYSP,Good network coverage.,2
2X423G172J,Good value for money.,3
NJVKON00XB,Not happy with the service.,1
GZG485JZ8I,Billing issues observed.,3
2JKK981LQP,Billing issues observed.,4
Y2HFSO50ZJ,4G speed is impressive.,5
9YIXX9M6DH,4G speed is impressive.,2
9XXPOTX35C,Billing issues observed.,3
9V7KP3LA4J,Satisfactory experience.,3
KB41EZV27W,4G speed is impressive.,4
6J8UQ3FRZD,Good network coverage.,4
GMLZELXB6P,Facing frequent call drops.,1
7RM8JVKQ60,Satisfactory experience.,3
CYL3P9R57C,Satisfactory experience.,5
PIOC70NJ1K,Satisfactory experience.,3
F8ZF1QDAUO,Good value for money.,3
20EBJ6QYTI,Excellent service!,2
GIMIYXW91N,Good network coverage.,2
5AGMCQVM5F,Good network coverage.,4
4Y7PM8V50Q,Excellent service!,4
TSMTPQUYMC,4G speed is impressive.,3
LTQA7AQIP0,Satisfactory experience.,4
9A1VS9F2PC,Billing issues observed.,1
VVVQ6AMGVZ,Billing issues observed.,2
KT93469CR4,Billing issues observed.,4
O89CCCS2J5,Excellent service!,5
N3K4RA99DV,Facing frequent call drops.,3
K94KV2DX2X,Not happy with the service.,4
HXXE8F7Q14,Good network coverage.,3
NSKRZTRWTG,Customer service was very helpful.,3
WS1R9TFQHA,4G speed is impressive.,1
5E7HMJ6PH9,Good value for money.,1
U9D1ZPO9SW,Excellent service!,3
9IOKXL3T8V,Billing issues observed.,5
GRAA3WUIAQ,Satisfactory experience.,2
FLZCSCRPZW,Excellent service!,2
HQP2PNPCU0,Customer service was very helpful.,4
QXHNGF19ZW,Good value for money.,3
PX9L5T4P3G,Good network coverage.,4
8CJ97YQJ5C,Satisfactory experience.,5
XMX1H7DLL4,Not happy with the service.,2
FJSY14V4C7,Customer service was very helpful.,4
0Z9EVA88O1,Had trouble with international roaming.,3
46BF7PM3VZ,Good network coverage.,1
5JKCGF3355,4G speed is impressive.,4
127JG2P3UP,Facing frequent call drops.,2
FFBIMY9M3A,Not happy with the service.,1
KD5SY7G0Y9,Facing frequent call drops.,3
A02DJZYLR5,Not happy with the service.,3
N324YTHP7Q,4G speed is impressive.,3
5488I93Y0U,Excellent service!,5
KX5UXFY0O0,Good value for money.,5
PH82I0AX64,Good value for money.,4
SRGO2F01HG,4G speed is impressive.,3
5CIONRDSA6,Good network coverage.,4
YLKCWCHUUN,Facing frequent call drops.,1
MT314QOUMP,Facing frequent call drops.,3
1FORAHSJTI,Good value for money.,2
T68WSF17FA,Not happy with the service.,5
F96RQWK6JQ,4G speed is impressive.,4
6KHW38OYMA,Good network coverage.,2
HWD0Y9JRMP,Not happy with the service.,2
T2G42OT8T1,Not happy with the service.,4
DVBLGG9HO4,Satisfactory experience.,1
XCRBICB8WV,Good network coverage.,4
VI9HCH5PTG,Billing issues observed.,4
UTQQHLDNWD,Good value for money.,4
UCIUKW38RP,Good value for money.,1
7OZAI4F47U,Excellent service!,5
Z4BN551BRZ,Billing issues observed.,3
I65LDA4NVJ,4G speed is impressive.,5
YJDGXI1K9W,Had trouble with international roaming.,2
3SHK8VZ909,Satisfactory experience.,3
GMO9UQ63P0,Excellent service!,1
GBEYDZIZFV,Excellent service!,1
LIRA5DZZU1,Customer service was very helpful.,1
Z9UQFI8Y6X,4G speed is impressive.,1
RDBFOG8JXU,Good network coverage.,5
61IQRXCUFI,Excellent service!,1
ZDRCON0A5P,Billing issues observed.,3
V6956AD16N,4G speed is impressive.,5
W3HDT73X38,Facing frequent call drops.,3
BUIBIWLPEN,Good value for money.,3
O2U0XL0DJ9,Not happy with the service.,4
WT2OBN5VYO,Customer service was very helpful.,4
7UEMFMSXE9,Not happy with the service.,3
Q38K18DT21,Good value for money.,5
XFPL7Y6RS1,Satisfactory experience.,3
Y3CELVOZBH,Excellent service!,2
1OZU36I49N,4G speed is impressive.,1
WE6FMVZKNQ,Not happy with the service.,4
VP6E4Y0V7A,Billing issues observed.,3
6PGYUXPT3J,Billing issues observed.,5
DM0XKSEMZW,Customer service was very helpful.,3
D50MN7GU6W,Not happy with the service.,5
FBWJWYVPWQ,Satisfactory experience.,2
93ZW2NHBYK,Had trouble with international roaming.,1
IP3RHG4T7V,Customer service was very helpful.,5
1ZRNTICJVU,Not happy with the service.,1
Z73P6DK1TM,Excellent service!,4
PFPF42MQHK,Good value for money.,3
1F4VELVR1C,Satisfactory experience.,5
4TM9J0HRCO,Had trouble with international roaming.,4
D2GW1SQYNP,Good network coverage.,5
MSC9BCSBH1,Customer service was very helpful.,3
6VD0964C4K,4G speed is impressive.,2
R3YDAJIC3V,Satisfactory experience.,1
AW1WCBYPQ4,Good value for money.,2
IT0LWAII4U,Good value for money.,1
L2APC0CCDE,Good network coverage.,4
WY77XEBDGC,Had trouble with international roaming.,3
80QNG8217K,Good network coverage.,2
PPONCEK35D,Good value for money.,1
YE2IGTNXE4,Good value for money.,4
K7QSXCZG22,Facing frequent call drops.,3
5C9OVK39LI,Had trouble with international roaming.,1
R3UCAFEO7N,Facing frequent call drops.,2
0H8RKWTN8T,Facing frequent call drops.,1
ZZZR5O02HG,Had trouble with international roaming.,4
717SPK3FR2,Had trouble with international roaming.,2
BP0G66K6F6,Satisfactory experience.,3
4WXB1UT4H3,Good value for money.,2
WPPUBAQHBX,Good value for money.,2
J3O0KHUTVS,Customer service was very helpful.,1
68D0C0F6AF,Excellent service!,3
CS8FNWAEFC,Billing issues observed.,4
4ZGQU47QP7,Billing issues observed.,2
C5BHQ1DFI5,Good network coverage.,1
ZX12SYP4Z4,Facing frequent call drops.,1
0I1PXAXC4X,Good value for money.,2
HT761HUJYR,Customer service was very helpful.,5
3JYY2YWXEQ,4G speed is impressive.,5
YYI8TXK2XV,Satisfactory experience.,3
CZ8D6EZK3R,Facing frequent call drops.,1
K7PWM5G34C,Facing frequent call drops.,5
VJNEKLD8HE,Not happy with the service.,1
KKROHS1GVJ,Good network coverage.,5
XGQC7A545I,Excellent service!,4
5PRKH0QI86,Facing frequent call drops.,4
DPTQSRGT8R,Good network coverage.,5
LTG5BW688R,Good value for money.,1
UUE29F19QT,Good value for money.,1
35EFERLVO8,Not happy with the service.,1
LRTT3G09OS,Good value for money.,2
96QA9XEPXN,4G speed is impressive.,2
XSLPCIUZ7Y,Good value for money.,3
YDL89LKKZZ,Good value for money.,4
5ALQWXS2DQ,Billing issues observed.,3
WV0T18TV6C,Good value for money.,3
IW8DPNUKR1,Billing issues observed.,1
GG2X78BWG0,Billing issues observed.,3
KICY43H0Q4,Excellent service!,2
TNM665639Q,Facing frequent call drops.,2
1G7PC4MI7V,Good network coverage.,3
84INUCO6HY,Customer service was very helpful.,4
I943WCXV1X,Billing issues observed.,5
F7F504X0I0,Billing issues observed.,5
JS3WBRHD57,Excellent service!,4
OPONYF9FE5,Excellent service!,2
QCCWGQYN7T,4G speed is impressive.,2
EO8D0M9HSE,Not happy with the service.,3
H5QZXLSO7R,Good value for money.,1
2U2T2LSQQ5,4G speed is impressive.,2
ZXVLFMO68S,Excellent service!,4
TYBZO7ASXK,Good value for money.,4
5V09N6UMDG,Customer service was very helpful.,2
M65LWEP9A6,Good value for money.,1
CQSKZYJBGB,Facing frequent call drops.,2
QQLJHKDTX6,Had trouble with international roaming.,1
4CP0CP298J,Had trouble with international roaming.,5
QICSO0HC6J,Excellent service!,2
805O3XAKEW,Not happy with the service.,3
KE1XHVM1E8,Not happy with the service.,5
FHMP8CJB0T,Good value for money.,2
PFKI5AEZ1W,Had trouble with international roaming.,2
DDWZB8YW8P,Satisfactory experience.,1
68DIXPDUEJ,Facing frequent call drops.,5
GW62EXGEM8,4G speed is impressive.,1
I88OP2XRZ0,Satisfactory experience.,5
039GKF111V,Satisfactory experience.,4
PN7SWIBMWR,Not happy with the service.,3
Y1I5DBMEC8,Not happy with the service.,1
UUC10XWQI1,Good network coverage.,2
QZ9IERXP7K,Excellent service!,4
WSO8EUGSUL,4G speed is impressive.,4
5RKF77657J,Good network coverage.,1
