Customer_id,imei_tac,brand_name,model_name,os_name,os_vendor
IN1FP2RB55,38f6ad9fdee98aece3fb63676d807a33,NOKIA,1202,Symbian OS,Symbian
YQQ5LDDML1,27cec7bcf0f9233a03c510f9e911afb9,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
DMV4UIUY2P,cc29511438e39b6b508eef74e4a12d0a,ITEL,IT2130,,
NCC9I5HA08,1a96f892b6b7944555e5e4454f81b1df,SYMPHONY,I60,,
LOZVZE2AA5,6b4a3c83312db6c06d9668a31e50f667,SAMSUNG,GALAXY GRAND DUOS (GT-I9082),Android,Google
2NOVXH7BQ9,d981e760d7f3ef34f3929788b4b41041,NOKIA,X2-02,Symbian OS,Symbian
XAXVDY5JS4,8e660c9bcfea8edde5828b1fb39c3388,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
DUTWZ4T3AX,fc2c21e7216ae4b3de9f0a8be69982b6,HUAWEI,Y6II (CAM-L21),Android,Google
E4F03ILERV,101a344643821da58dbd003d6b090892,LAVA,ARC 101,,
UO7A7O1SQK,f16733a2b000319dce737c7d416425b1,SYMPHONY,D22,,
SJ1DZASQPY,eb1d5da887815094748df58b72f84195,ZELTA,P9,,
685D6WTXMR,a4895132122aa9cf639e4a4011cc2401,SYMPHONY,"L6, W86, D51I",Proprietary OS,Proprietary OS
4WFK5XLI4J,b331c90f0763dbd2932f46059cc2cec1,REACH TECH,T131D,Proprietary OS,Proprietary OS
QTFIM9NHQ2,011b9e4f4d1d05585493e48ecda47394,GIONEE,L700,,Mentor Graphics
IQLYX2GI0O,379384f616981af1ebeed8be1c6261f6,HUAWEI,P8 or P9 LITE 2017 (PRA-LX2),Android,Google
OFQK2UETC3,9e0e9b2285ee0839224661779db751eb,SAMSUNG,GALAXY J1 ACE DUOS (SM-J111F DS),Android,Google
5UOBAWLSYX,81420bd7760629aefb5546ed7808051e,,,,
FU8G20FTLP,2d6c5af15eeb58a4ac383bef0d9eb67c,SAMSUNG,SGH-E250I,Samsung OS,Samsung
P0S12YLXXK,181b8bbb62d8aca4a93faca1e603f393,NOKIA,"101, 1010",Symbian OS,Symbian
POTMNTJYNV,e56ad4e7300b43be02b451cad235a5b8,RIYA,"ORANGE PHONE A1,B100,E90,N101,K70,J6,B200,E60,N70",Proprietary OS,Proprietary OS
8U6T5D4CYN,ab7295715f8630d110e81fee8d750eb5,ERICSSON,T39M,,
P9A8SHRE1Q,69eee70bd4d0c324a454c8258a5d5ed4,SYMPHONY,L23,,
AH2BXHJXMK,2f1d1f1e0a4513c982df5a1c9b14f09c,SYMPHONY,ROAR V20,Android,Google
67H3B9CXLH,8e8053dc411094652657c970e0909a0d,SYMPHONY,T105,,
TJWBJFM5RZ,81d567ad27a3b8b97243cade0c8d9fbc,SYMPHONY,T150,,
PDG4IFDYKJ,836ef648774185f7b0672ff108bfd703,NOKIA,"105, 1050 (RM-908)",Series30,Symbian
X03ZSQOK39,dc93459f86a43d0b30566b7abb0e3168,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
LYY3ETTR13,ad64368ee3ee572f421dc2029b5766c4,WALTON,OLVIO L7,,
93KTHU76TO,f474972d38753197cff4112ca3eb7626,SAMSUNG,CHAMP DUOS (GT-E2652),Samsung OS,Samsung
JJQEA3QNB9,1788ef704b266038a6c0a67b74a8bd70,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
1QM7YZMPAO,3c069855db4da4b15366253e375f8995,SAMSUNG,GALAXY J7 (SM-J701F DS),Android,Google
79Z87ZRXEI,0e6c72ee53ab1001bd9855a12fa8f26f,SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
VSAR22BKTG,1532acb918bac449ef53269946c56491,LAVA,IRIS 702,Android,Google
SAYK4XHVTL,e11775bfe379d022d5714ae7e564d7f1,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
TJ1C9T05WK,fc8a9dac0f8b3fa0f6f143592f221562,HUAWEI,ASCEND Y600-U20,Android,Google
2MIG4N3FMU,59fe1561d70bef8f2acf87561ecfc2da,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
EX2TEIH3R3,b821c6d5e0ccef125531049192bb85c9,SYMPHONY,P8 PRO,,
CS8FNWAEFC,8941911d6dc6a6dd0bcf2e84b808166c,SAMSUNG,GALAXY ON7 DUOS TD-LTE (SM-G610F),Android,Google
K633PHIT5Q,3ad80e70b34e11cb6d9c22d83e8874a2,LAVA,KKT05 POWER,,
RVA7OFN3P2,de2c8ef2dd71d1a325d79fd362ab71fd,ITEL,IT5600,Proprietary OS,Proprietary OS
4EMIYH3GJV,46404327600e906aa3e6b52868892576,ITEL,IT5600,Proprietary OS,Proprietary OS
N5F6P740Z7,445035141fa0d21fc9cc160f0355634b,SYMPHONY,I10,Android,Google
W8688U3U09,d48b1ce435f1c990aab12f3919d2646d,OPPO,CPH 1717,Android,Google
Q5WVP41PJS,3bbc8ee725e6532bf2bb77e169a92768,ITEL,A13,Android,Google
ZXVLFMO68S,68a01b1f74bde020a8f7ca10dddc3b7d,METROCEM,XP G1,,
1TKRE8JNWV,542b7132c8ab43659f65069dcb8cecef,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
8MLVCJEUYA,4c3513f8f4133d3f159c7cef9013b10b,HUAWEI,Y7 (TRT-LX2),Android,Google
QDKIWST4EZ,afbd233338d20188b1884fbe779df828,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google
GJQDWYUKUU,980a3631f7b1ec7e4899d03722ce203d,SAMSUNG,GALAXY J5 PRIME DUOS (SM-G570F DS),Android,Google
J1PVTDNAE4,99ac4c525407ec57510dcc34785e3f51,WALTON,PRIMO R4S,Android,Google
JYLELO8J6I,6ae99031eea3507096a1eb2b543463a1,SAMSUNG,GALAXY J2 DUOS (SM-J200G DD),Android,Google
45XAAK6PJP,f26d3b6794f8182bcc105aa6db9f23b1,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google
SHRYFDDDSS,0162524010db5574e60022be74374e9a,SYMPHONY,T110,,
DV8K0ESMA6,a3861c7edef459b8b9c34238d098fe18,SYMPHONY,BL110,,
B8KBBM67CQ,a838d0b67fc0def966d330b8e9c3f638,OPPO,A37 (A37FW),Android,Google
55UF3RKQGM,67bea413fd535d30f2fb9bcfbae45657,SIEMENS,KIMFLY M6,Android,Google
7VB8W1USH3,61cd8b39ab39ecac08f5c8f90cb145f0,SYMPHONY,D52I,,
SCUXEWBBE7,445035141fa0d21fc9cc160f0355634b,SYMPHONY,I10,Android,Google
CV75JIFEZT,165acdb176c002cd45cab78630f5405b,SYMPHONY,"V60, P6, V40, T90, ZVI",Android,Google
C8D9I802V9,039a83a121fe9f5fd8391eaf5fa7ff48,HUAWEI,Y3II (LUA-U22),Android,Google
BFM2RVHEDX,87a44abbdef967cf0186735532b4d28b,SAMSUNG,GALAXY TAB A 7.0 2016 (SM-T285),Android,Google
I2CR57SPGA,e11775bfe379d022d5714ae7e564d7f1,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
TAH4A5K6HM,3bbd6d61f40f53b0bc22abbe62ca1d46,SB TEL,"H55, M90, D28, M85",Android,Google
LU9LCI565T,61cd8b39ab39ecac08f5c8f90cb145f0,SYMPHONY,D52I,,
TIOKXD9066,ada93744a80ee019368072a796458e5d,OKAPIA,ASHA L,,
HJUVD73OJ2,cfff3dec8dcb4a0eb527d96ad1f92419,XIAOMI,REDMI 4 PREMIUM EDITION DUAL SIM (2016060),Android,Google
DOIKZCKWER,379384f616981af1ebeed8be1c6261f6,HUAWEI,P8 or P9 LITE 2017 (PRA-LX2),Android,Google
BKBJ6RQP2T,2f4e584f52e44dfe35bad6520c801b4f,NOKIA,230 DUAL SIM (RM-1172),Series30,Symbian
4748UDUSIQ,43a8fc339ea169859b0c70511e4c2988,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
91J2EZ8YUY,3085f8500d6c5a65da7c3b3ff8fde0e6,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google
WZ1TUY8LAT,7c9d111819802981a3a81a374fb2c9dd,NOKIA,5 DS (TA-1053),Android,Google
85FOIAQJM0,74c657789273253540d6afb8127c02bc,GREYMARKET,HANDSET,Proprietary OS,Proprietary OS
FPRGA9GA7O,4e01acca34b67fbe981830e7e9d2f686,SYMPHONY,"W67, F15, H50, B12",Android,Google
G4WZ788TQE,a92dacd6a0489e46f8d56ada5416816b,RANGS,"J9, J10, J101, J102, Z7",Proprietary OS,Proprietary OS
N9B92YI8DU,d26c33a614977c27ef20c99109bfc750,SYMPHONY,D69,,
77DP3YLMJW,3bea3687d1bae1016df6e16bc87c39a1,MICROMAX,X088 PLUS,,
NVN19OKN2Q,eb82d38bd4e7f3851535ba1b193e0921,G-TIDE,"E75,E79,V3,E76,E71",Android,Google
YQEJ89Z89E,cfaf13755880716d40a80aab06262d8e,NOKIA,6 DS (TA-1021),Android,Google
HSCL3T7NJN,346efcb0162d2c4b9cc21fd35c00e912,ITEL,IT2180,Proprietary OS,Proprietary OS
BDK80IW4TT,adf7968ddd932192129c72946d756b3e,MANGO,F5 LITE,,
KCSQUE2SSJ,fa72974c2beb706153619bf68b287957,SYMPHONY,L65,,
7J4Q8AWRBU,89a96358107c18f696a84fc17b5316c1,SYMPHONY,D54I,,
PYCQHHTACS,70689022ac29c211cebb49b1725ce8db,,,,
H4IHJDXGYC,6dcb4764a294b79b2500047a580ff499,PEACE,"MOBILE PHONE P66,P77,P88,P99,P4",BADA,Samsung
4GTBGWVZGS,4a9809102e479a4f66ce6534053e95be,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google
2R3M4966VA,d34a89dff484593bb0e267826c5d342f,SAMSUNG,GALAXY CORE II DUOS (SM-G355H),Android,Google
PK3IB0GSIP,9e7d85d0716adcef9e558bb9b57455a0,SYMPHONY,B23,,
RD5JHI1HO1,f5c7a63997a548ac6333fc6c8697c4ff,SAMSUNG,GALAXY GRAND PRIME VE DUOS (SM-G531HDS),Android,Google
2TFO8W0YH7,33135d0deb415b42df5c221c8b16597c,NOKIA,130 DS (TA-1017),Proprietary OS,Proprietary OS
AXTANA7SW1,be72759939640427b4c9c350a689c52b,SYMPHONY,V75,Android,Google
1S5R6APUJA,11e772cf6e3dbe137dc12669e5395655,HUAWEI,Y5II (CUN-L03),Android,Google
IDDTVNWCZH,258a838d002ca5e1f3ff0bad03054ba3,WALTON,"PRIMO HM MINI, E6, GF4, NX3, S5",Android,Google
3FM82HRFNY,81d567ad27a3b8b97243cade0c8d9fbc,SYMPHONY,T150,,
82VKP6EWCP,bdf6c4f83d5fb07737646bc6bf2b1f16,WALTON,PRIMO RX5,Android,Google
N3K4RA99DV,95f8632b406f8deb3e61c15de818d34d,VIVO,Y53 (1606),Android,Google
GAZP5N7HC7,3fc17496ca249962cf9842932ecc0729,WALTON,PRIMO GM2,Android,Google
7DX66CT0XB,261181addf07659be6652f4638a94703,SYMPHONY,V85,,
VN1IK46RS1,a1eb8a3561fddaeaf0f0f57cb1f2edc9,AAMRA,WE L1,Android,Google
G1J78UVFP7,76752ba00c3bc923b1b8f1d9c126fd2b,SYMPHONY,R20,Android,Google
8CJ97YQJ5C,d9fd7157b8fd8f5e647faebc39ce0cca,SYMPHONY,P7,Android,Google
ZH8AJRDDYF,a838d0b67fc0def966d330b8e9c3f638,OPPO,A37 (A37FW),Android,Google
DBECF1Q016,37efb3b8fbe269d7a3c62001c7e45fc5,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
8U08PY2QA1,a0c8f395ab38d3b25ae46af39c0bba6c,MICROMAX,X372,,
2ZAUUWF6V0,2bc5811e474d0a97760db61ca40dad22,SYMPHONY,ZVIII,Android,Google
M4DED3GG0G,7bebdde92f7d74a9cdf09a2984866e98,XIAOMI,REDMI NOTE 5A (MDE6),Android,Google
QQRGVMH3OX,b763020371a9a2e903a14c907710b912,NOKIA,105 DS (TA-1034),Symbian OS,Symbian
DVPXLYXKD5,2b8711a393570af4acfb506b14ccceb7,MYCELL,M108,,
8GNW89FED4,f2e935469f6f334ea17f1ab676c1b217,SYMPHONY,L50,,
UMH06ICMAN,b763020371a9a2e903a14c907710b912,NOKIA,105 DS (TA-1034),Symbian OS,Symbian
9SI14U6J7P,60399f81da527e2c53ff389892f01d79,SYMPHONY,I20,Android,Google
N85UJ0Z1VB,f15c35dc1edf01b58438a78bfaef1b25,SAMSUNG,GALAXY MINI (GT-S5570),Android,Google
CVW6YP4O4X,8224e065eab09a204b6e539cf5686d63,SAMSUNG,GALAXY S III MINI (GT-I8200),Android,Google
FXRTS7CWP7,729066a9e19bbfcae85def9f8dd18ff8,WESTERN,D46,,
XGI6A189YM,9d6fb0870bd0f0621cbdaf632f8fb82e,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google
VMSPJL1FD6,9cde6c000e24c9332b4c779b64e88121,ITEL,IT5600,Proprietary OS,Proprietary OS
HM024RRMIZ,1dc97fb8832b3e9d5bc5ccbec5aa1a1e,ITEL,IT5231,,
PQFQPYNACO,423a89e3b77cf2ff036192f58d79fb63,SAMSUNG,GALAXY GRAND PRIME (SM-G530H),Android,Google
TVOBJ8DG7O,68b2e5c193f8b2e44f10d0afe1fc35ce,MOTOROLA,T720-T720I WITH EOTD,VRTXmc,Mentor Graphics
H8D0OANQVW,134ce86324bebf44cbe6343631189932,SAMSUNG,GALAXY J2 DUOS (SM-J200G DD),Android,Google
FJ63QTH6WG,00fe8baceebdf297ea146f909f58050a,G-PHONE,"GP14,GP15,GP16,T66,T77",Proprietary OS,Proprietary OS
SSM4YQX8WN,dc62073c83b2f2f95b9d5527d6cf2be8,NOKIA,"ASHA 206,2060",Series40,Symbian
L34HL45ZRK,9a902fcbd970135e6e6cb3a14f8d304e,SAMSUNG,GALAXY A3 TD-LTE (SM-A3000),Android,Google
JJXUECFL0L,8d430ee7f078cd82f525365394740e63,SYMPHONY,"B9I, W69, L20",Proprietary OS,Proprietary OS
TJBXIO2J1Q,f329899e4f2834ff58bb95c85dca4843,SYMPHONY,L55,,
3N3MTEGS4L,17f00bcd9f2ce78c1f39e821538c0b3e,OKAPIA,SIGNATURE L,Android,Google
UCKNSP5X5E,fbb16444bf2d311ce05ea42ec6a5792b,SYMPHONY,"D27, W19, L25",Proprietary OS,Proprietary OS
PC993FZ998,7af014577c7eae652d89c0e3b4b75249,NOKIA,110,Series40,Symbian
WAWKXMLXJ2,59301b28d57c11b9cfa23576ab5aca8e,SYMPHONY,V90,,
G96OQSESTJ,00fe8baceebdf297ea146f909f58050a,G-PHONE,"GP14,GP15,GP16,T66,T77",Proprietary OS,Proprietary OS
TRR05OYL5C,84cdbfa40df50d300e67330b6daef13e,NOKIA,215 DUAL SIM,Symbian OS,Symbian
PN0XELTSXP,684c54ef8e4fb0227881ddb9f7f3cdb9,VIVO,1719,Android,Google
2KLEHPBQL3,750e8766e0ef717cf8c61315ab769acf,WESTERN,D36,,
VR9JZ3ONP4,6d542381c526fbb3a6f1bc9f74e72265,SYMPHONY,D140,,
37CN32L4ND,88c1c9423ed3cd434807ea695528b8da,XIAOMI,REDMI NOTE 4 (2016102),Android,Google
0EEHXL4Z5S,86f32a8304df92c2e6dba94369cdfd86,SAMSUNG,GALAXY TREND DUOS (GT-S7392),Android,Google
7O5XNHQLYM,399d8aaf001996da375ef6be11038e84,WALTON,"OLVIO ML4, L16, ML5, MM11, MM12",Proprietary OS,Proprietary OS
9JUIY5HIT1,85870ea32d0f1ff7af265cfdabd8c580,VELL-COM,"MI7,VELL-COM V500,VELL-COM 108W,VELL-COM Q12,VELL",Android,Google
Q5V276CGMV,a8a51858a6f8ad876bf5897dad9dae03,TECNO,CAMON I (IN5),Android,Google
7Z1F3UXHMP,59a102f41e1e40fe7a8b864455128291,SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google
BAONNRNE2Q,9e7037194869b844a4a6241f08edd816,SYMPHONY,V45,,
QH4JHLBW46,2493bb2670fcc5521be4a026b81f2017,SAMSUNG,GALAXY J2 PRO 2018 (SM-J250F DS),Android,Google
WLKNF4UA9M,51c8103d69cea9d32e2114cef1542a27,TINMO,F688,Proprietary OS,Proprietary OS
XY45WQETCZ,dc1235639a471ccb120e5bdf9df39793,HUAWEI,MEDIAPAD T1 8.0 4G LTE (T1-821L),Android,Google
P9J3ZRG9GV,1e14d7eabe83cdd0a88bc15e1e80d2a5,AIRMAX,MOBILE A4,,
30MO5SZOFO,d42e987b227dfd8909fe04d55ce19493,SAMSUNG,GALAXY GRAND PRIME VE DUOS (SM-G531HDS),Android,Google
JPYHJMM5CT,aa7ed32e45d65f999a29b90898e9e61b,SAMSUNG,I-LIFE ITELL K3400,Android,Google
PVBQNFIAO3,dc74da4a16701f0ce5ac6a161301b180,SYMPHONY,D68,,
2WQRUEW5HT,10a6555ab931e297ba453b18eb525252,,,,
9DAVLEMC6Q,79a7066d5ddf47efab2ac088a57a69f9,SAMSUNG,GALAXY S7 EDGE (SM-G935P),Android,Google
YMEDDUD5LO,0588cd5bbf3025ca086af0c6214c64b0,SYMPHONY,V32,Android,Google
JYB32XIEPK,4e1f6e5604052febbefa3c9278cb6c3d,SAMSUNG,GALAXY J1 MINI PRIME (SM-J106H DS),Android,Google
BATDS9UPUM,00380fb8af6e915dea148bc2a21033bb,MAXIMUS,M335E,,
22IPURO2FQ,fabab335dba877bad12ba4874c4819b0,SAMSUNG,SM-J600F DS,Samsung OS,Samsung
Y6LS1CSK8M,2959fdcc525e80660a8e7f680eab71a9,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google
QPB5J0RDF5,472357714ec6131c1db18838dbb90ac1,KINGSTAR,"M4,X1",,
YTRFZJYMEE,59f4d928239997b455f67113c7edb6f1,SAMSUNG,GALAXY J5 2016 (SM-J510FN DS),Android,Google
VD743N5AWX,da9f976f04b5c56d6b45721db9c20255,NOKIA,105 (RM-1134),Symbian OS,Symbian
A8EQB1XN9K,cd2e3708c53d6d53533307c7c6ea1d2d,MICROMAX,X2050,,Mentor Graphics
2CG6HLHF53,d8244279afc0a91870a481c6a097710f,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
YR54IA9BS9,258a838d002ca5e1f3ff0bad03054ba3,WALTON,"PRIMO HM MINI, E6, GF4, NX3, S5",Android,Google
WMW1Q4LC41,52ceca0c9af1351a6b5cc952f0a06fad,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
NYRWGZTKO8,58cc15d9c7839b9ea8feed1888dee6fb,SYMPHONY,"L22, T49, D26, W70Q, V30",Proprietary OS,Proprietary OS
FX997691RS,9e7037194869b844a4a6241f08edd816,SYMPHONY,V45,,
16MYP4HGW0,d48b1ce435f1c990aab12f3919d2646d,OPPO,CPH 1717,Android,Google
21Z596MDXA,da1718e2c3a2ce81f102d9b1ee695336,SYMPHONY,"T7 PRO, D24, W75, W94",Android,Google
QRNOC59P3W,41cf43a241734cab93e27cc494c6d794,NOKIA,216 DUAL SIM (RM-1187),Nokia OS,Symbian
R5U06O0EDG,7983f3361ea8f7ec566c52f866a090f7,MICROMAX,X717,MTK RTOS,Motorola
T7MCK1CBOQ,d5511067059da6635541f92ed496ec01,SAMSUNG,GALAXY J1 MINI (SM-J105B DS),Android,Google
UO4N80TQ2L,b7fbfde87abf86f1222b7799b7065a6b,ADVANCED CHEMICAL INDUSTRIES LIMITED,E16,,
1YOIEX0YCN,1aba6250fcf8dfca8ca5a700e8240178,LAVA,IRIS X1 PLUS,Android,Google
2SCZVZ47ZT,1098bab5bc43a68a3669287afac1a083,SYMPHONY,D91,,
PIPWYTVC4N,5607d9db62aa70c869b7c83679710e1f,,,,
2AB8UXMQY8,822c9d07b9ef93871037c141e591eab4,TECNO,SPARK,Android,Google
0WG5X8R18O,9827ac5005733e46bd5ca592b6aed076,SAMSUNG,GALAXY J2 DUOS (SM-J200H),Android,Google
2T0CXK0VWE,70a7607817808328fa4eff143bbdc5d4,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
DYW516LHGT,0c1d07911fec01a558ae4391075740bb,LENOVO,LENOVO A396,Android,Google
7HR1SB8P9X,143036328d1cc02cb2a53e56ac448ed3,LAVA,IRIS 605,Android,Google
XOCXPB434T,3bbc8ee725e6532bf2bb77e169a92768,ITEL,A13,Android,Google
R27K7SW7GF,4d4af1c3be80e9c9fc4b2bbfabe04c19,NOKIA,105 (RM-1134),Symbian OS,Symbian
L8HBWMXM23,7d8635f232a1b0726728e3ad685420cc,,,,
CCV9UDMK21,dc6e85540578d3a9e265dc9f13b643f2,SYMPHONY,B20,,
RX10G9Q895,a970a4a9b8d74bb32b2a95d1ef664b61,NOKIA,3310 DS (TA-1030),Proprietary OS,Proprietary OS
W7XPYGYGXR,2a8ec1b656fce7c102f3329b345de845,SAMSUNG,GALAXY TAB 3 V,Android,Google
95TZHE0TG7,ef2c66f9fdce6fc8bea1e9c2dedeb6e7,XIAOMI,MI A2 LITE (M1805D1SG),Android,Google
BDKP2AL8L0,387411bb982ac7ded5c89fcd22c83839,NOKIA,3310 DS (TA-1030),Proprietary OS,Proprietary OS
IPBA3KY0VD,a8a51858a6f8ad876bf5897dad9dae03,TECNO,CAMON I (IN5),Android,Google
SOORTVAKB3,9eda0e6badee9a395b40d2ab366ebe8d,WINMAX,MH5,,
C8ZC1ICU64,4a15bfc319d3f58ccd85b34a08e247cd,VTECH,"V19,V3,VO1,VO2,VO3",SPREADTRUM OS,SPREADTRUM
FMK6HN3WFZ,a214f011d36d222d6930629d0306198b,ITEL,IT5231,,
Q63EM7F7C4,f329899e4f2834ff58bb95c85dca4843,SYMPHONY,L55,,
1F4VELVR1C,fe62f960e498522e8917daf324af32f2,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google
46WU1059FR,cd8f40fb71da3840a2c462a5023408fc,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
2XG605ZJQC,be72759939640427b4c9c350a689c52b,SYMPHONY,V75,Android,Google
ML8EHT0CUJ,4c4daae610608092e66a6b968ec7444a,SYMPHONY,BL90,,
3MVHNH401G,f9a5e11434f8cca33c28d81fccea23e6,HUAWEI,Y6 PRIME 2018 (ATU-L42),Android,Google
6Q15I7NT2B,c22cda68dbafe262c10f9f5ef0cee80c,WALTON,PRIMO E8 PLUS,Android,Google
TH3739NPDB,59301b28d57c11b9cfa23576ab5aca8e,SYMPHONY,V90,,
1CJY5K1M7M,bf4a73847de0b58802bec282454fea4d,SYMPHONY,P6 PRO,Android,Google
KQSEZ2DZ32,c246d5dd9cd09a8ea3758f6d330889b1,HTC,0P9C500,Android,Google
7ECIF510TF,36387a1b486cfa11f7b58994ca8ffd0b,QPHONE,"Q10,Q20,Q30,Q40,Q50",Proprietary OS,Proprietary OS
7VP28U6CLY,39c5daf44a0c367f201c89f212545b81,MAXIMUS,M101C,,
AW75ZUKKY2,e29050b48046df64623db7f7be40eaa5,SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google
EMWLCNCMXV,6bfb82b83ab4e00433a9a57a067a4271,HUAWEI,ENJOY 5 DUAL SIM TD-LTE (TIT-AL00),Android,Google
2VW16G1MYG,186eaf30a1328b455410dc3864486704,HUAWEI,P9 LITE (VNS-L31),Android,Google
ZMHXYV15Q9,00fee679f6ac8a4bdd10e211c86ce6d3,SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google
YRYSTHRACS,dabf6ee6fbeeb49daebc3ae036ff273a,HUAWEI,B560,,
7WKUCE5AUU,ef2634a4abf046bbe9f392719cabdeff,NOKIA,"112, 1120",Series40,Symbian
I4P7SGCFNF,364d2a1a6b15bd53656f26053d9fb736,WALTON,OLVIO L19,,
O0INAO03J1,82f04a92a22b2da3c23055080360b390,TINMO,F11,Proprietary OS,Proprietary OS
MILLG04IPV,073c51e1dae2de64810d580a1a6b1cb1,ITEL,IT5040,,
BNSRAKRT3P,d03a7ab9f7e78b3cba4f719a740cf139,SYMPHONY,P6,Android,Google
RKYN8OA86X,1b801d3981ce8e1d458428a845f4ac39,SAMSUNG,GALAXY J7 (SM-J701F DS),Android,Google
E4N3P1B4IO,53528ea53593dbe86cb91e04ac4eadf2,SAMSUNG,GALAXY O7 (SM-G600FY),Android,Google
OKNJP8AXDQ,c3bf309902187578ed18b0ddf22fc6cb,SYMPHONY,H120,Android,Google
F2HNEWHIVX,0ea0feafb4fcbad1e5462a95cc2126bc,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google
U5ZULSFJBA,4ad8141b5a63fb812543074b1cd9edbb,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google
4HMBEXUN31,c11b65d7c4da35ae7ea8182078953df0,SYMPHONY,V110,Android,Google
V6956AD16N,c211cad1401e0fe6f7aaf1b0d2f5ba1b,SAMSUNG,GALAXY STAR PRO DUOS (GT-S7262),Android,Google
W7OWUM6QI9,501c70f0fc2afa439676bf179a127be9,SAMSUNG,GALAXY O7 (SM-G600FY),Android,Google
CZN2JIE3Q7,9ae7ec966e2a76b1197ee91cc03e3b67,WALTON DIGI-TECH,PRIMO E8S,Android,Google
N5OJ7SYFGJ,ed0c28589ba5889f7d0d66ab5ccb1f15,SAMSUNG,"GALAXY S DUOS (GT-S7562,GT-S7566)",Android,Google
TUF2QOO3IY,6192d132852b1532a4fa145b22f94678,APPLE,IPHONE X (A1865),iOS,Apple
RYP9BOCRD7,afeb5a30329d8ace726b955a2cc36bcb,NOKIA,1202,Symbian OS,Symbian
VGG0DJTY45,bbfc5b909c65fbc38259e53c776e7cc8,APPLE,IPHONE 6S (A1688),iOS,Apple
PYMYNXW62A,3a61cbece648e4fc0a2bd6017471c4fb,ITEL,S11,Android,Google
UCELJL0A9Q,c2f8b561ca9cd62563ed7c37134c6eec,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google
MO0DS8HJHM,c41c9e30159313a178b8fb7f4c1c86c0,SAMSUNG,GALAXY J2 DUOS (SM-J200F DS),Android,Google
717SPK3FR2,302f2a4a89b84906593905a985c65175,KINGSTAR,KS-X10,Android,Google
5YMWDEX63H,dc74da4a16701f0ce5ac6a161301b180,SYMPHONY,D68,,
U6S8Z1YEIR,68492f3a19d5704ef4b16c0a20d13a74,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google
JOCQ7IO9GP,6e6180ab961a655e501acf445d9a2844,SAMSUNG,GALAXY S III MINI VALUE EDITION (GT-I8200N),Android,Google
OC603I3PWT,7c9dc825b82bc8bddf589cd3d92069e1,HUAWEI,Y5II (CUN-L03),Android,Google
UWEM9NNSYV,c793f99e219991df77c86eb8a4cc2f86,SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google
QW2LV36VHJ,cebe144f206c224865d47d74d34a9ae6,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google
ZF1VAIRODS,8e94f5e35c625ea54ad10696ae7c5759,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
8CEWGD52MQ,8acf0b0737a2cbac4476c3f838fd4e29,SAMSUNG,GALAXY J5 DUOS (SM-J500F DS),Android,Google
DMLR8SCT7R,d85c9379fdf0ef707388f2e9f5199a6b,SYMPHONY,L16,,
ZOHNMEI29V,638748d45c096536851b5564a1122798,SYMPHONY,D22,,
ID8NBZK7W9,ef997a353649eaffc11229ee659cd239,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
40RWBHW8X4,ad455264d05393e9e80586bd3335f41a,SAMSUNG,GALAXY J7 DUOS LTE (SM-J700FDD),Android,Google
PG73S2BOYU,834645da863bcdefa41c8ec1867a0ca7,,,,
